"opposed"	"ncit"	"year"	"biopharm"
"4474"	"not-opposed"	1	1996	0
"4475"	"not-opposed"	0	1997	0
"4476"	"not-opposed"	0	1994	0
"4477"	"opposed"	0	1995	1
"4478"	"not-opposed"	0	1995	0
"4479"	"not-opposed"	0	1995	0
"4480"	"opposed"	0	1995	1
"4481"	"not-opposed"	0	1996	0
"4482"	"not-opposed"	0	1996	1
"4483"	"opposed"	0	1996	1
"4484"	"not-opposed"	0	1995	0
"4485"	"opposed"	0	1995	1
"4486"	"opposed"	0	1997	0
"4487"	"not-opposed"	0	1995	0
"4488"	"not-opposed"	0	1996	0
"4489"	"not-opposed"	0	1997	0
"4490"	"not-opposed"	0	1996	0
"4491"	"opposed"	0	1995	0
"4492"	"opposed"	1	1995	1
"4493"	"not-opposed"	2	1995	1
"4494"	"not-opposed"	0	1995	0
"4495"	"opposed"	0	1994	1
"4496"	"opposed"	0	1994	1
"4497"	"opposed"	0	1996	0
"4498"	"not-opposed"	0	1995	1
"4499"	"not-opposed"	1	1995	0
"4500"	"not-opposed"	1	1996	1
"4501"	"not-opposed"	0	1995	1
"4502"	"not-opposed"	0	1995	0
"4503"	"not-opposed"	1	1997	0
"4504"	"opposed"	0	1995	1
"4505"	"not-opposed"	0	1996	0
"4506"	"opposed"	6	1997	0
"4507"	"not-opposed"	4	1995	0
"4508"	"opposed"	0	1995	1
"4509"	"not-opposed"	4	1996	0
"4510"	"not-opposed"	0	1997	0
"4511"	"not-opposed"	0	1996	0
"4512"	"not-opposed"	0	1996	0
"4513"	"not-opposed"	1	1996	1
"4514"	"not-opposed"	0	1997	0
"4515"	"not-opposed"	0	1996	1
"4516"	"opposed"	5	1996	0
"4517"	"not-opposed"	0	1996	1
"4518"	"not-opposed"	0	1996	0
"4519"	"opposed"	1	1995	1
"4520"	"not-opposed"	2	1996	0
"4521"	"not-opposed"	1	1996	1
"4522"	"not-opposed"	1	1995	0
"4523"	"not-opposed"	0	1995	1
"4524"	"not-opposed"	1	1996	0
"4525"	"not-opposed"	0	1997	0
"4526"	"not-opposed"	0	1996	0
"4527"	"not-opposed"	1	1996	0
"4528"	"not-opposed"	1	1996	0
"4529"	"opposed"	0	1996	0
"4530"	"not-opposed"	1	1996	0
"4531"	"not-opposed"	2	1997	0
"4532"	"not-opposed"	1	1996	1
"4533"	"opposed"	2	1997	1
"4534"	"not-opposed"	0	1996	0
"4535"	"not-opposed"	1	1996	1
"4536"	"not-opposed"	0	1996	0
"4537"	"not-opposed"	0	1997	0
"4538"	"opposed"	3	1994	1
"4539"	"opposed"	0	1996	0
"4540"	"not-opposed"	2	1994	1
"4541"	"not-opposed"	0	1997	1
"4542"	"opposed"	0	1996	0
"4543"	"opposed"	3	1996	1
"4544"	"not-opposed"	1	1996	0
"4545"	"not-opposed"	0	1996	0
"4546"	"opposed"	1	1994	1
"4547"	"not-opposed"	0	1997	0
"4548"	"not-opposed"	1	1995	1
"4549"	"not-opposed"	2	1996	0
"4550"	"not-opposed"	1	1994	0
"4551"	"opposed"	0	1997	0
"4552"	"not-opposed"	0	1995	1
"4553"	"not-opposed"	3	1995	0
"4554"	"not-opposed"	0	1997	0
"4555"	"not-opposed"	0	1996	0
"4556"	"not-opposed"	0	1996	1
"4557"	"not-opposed"	1	1997	0
"4558"	"not-opposed"	0	1996	0
"4559"	"opposed"	1	1995	1
"4560"	"not-opposed"	0	1996	1
"4561"	"not-opposed"	0	1995	0
"4562"	"not-opposed"	0	1995	0
"4563"	"opposed"	1	1996	0
"4564"	"not-opposed"	0	1995	0
"4565"	"opposed"	0	1995	0
"4566"	"opposed"	0	1995	0
"4567"	"not-opposed"	2	1996	0
"4568"	"not-opposed"	0	1995	0
"4569"	"not-opposed"	0	1996	0
"4570"	"opposed"	0	1995	0
"4571"	"not-opposed"	0	1994	1
"4572"	"not-opposed"	1	1997	0
"4573"	"opposed"	0	1996	0
"4574"	"not-opposed"	0	1996	1
"4575"	"not-opposed"	0	1995	0
"4576"	"not-opposed"	0	1996	0
"4577"	"opposed"	0	1996	1
"4578"	"opposed"	2	1996	0
"4579"	"not-opposed"	1	1996	0
"4580"	"not-opposed"	1	1995	0
"4581"	"opposed"	0	1997	1
"4582"	"not-opposed"	0	1996	0
"4583"	"not-opposed"	0	1995	0
"4584"	"not-opposed"	0	1996	0
"4585"	"not-opposed"	0	1995	0
"4586"	"not-opposed"	1	1995	1
"4587"	"opposed"	0	1996	0
"4588"	"not-opposed"	0	1995	1
"4589"	"not-opposed"	0	1994	1
"4590"	"opposed"	0	1993	1
"4591"	"opposed"	0	1994	1
"4592"	"opposed"	0	1994	1
"4593"	"not-opposed"	2	1994	0
"4594"	"not-opposed"	0	1995	0
"4595"	"not-opposed"	0	1996	0
"4596"	"opposed"	0	1996	1
"4597"	"opposed"	0	1996	1
"4598"	"opposed"	0	1994	1
"4599"	"opposed"	0	1994	1
"4600"	"opposed"	0	1996	1
"4601"	"not-opposed"	0	1995	1
"4602"	"opposed"	0	1995	1
"4603"	"not-opposed"	0	1994	0
"4604"	"not-opposed"	0	1996	0
"4605"	"opposed"	0	1996	1
"4606"	"opposed"	0	1995	1
"4607"	"not-opposed"	0	1995	1
"4608"	"opposed"	0	1996	1
"4609"	"not-opposed"	0	1994	1
"4610"	"not-opposed"	0	1995	1
"4611"	"opposed"	0	1996	1
"4612"	"opposed"	0	1996	1
"4613"	"opposed"	0	1995	1
"4614"	"not-opposed"	1	1995	0
"4615"	"not-opposed"	2	1995	1
"4616"	"not-opposed"	0	1996	0
"4617"	"not-opposed"	0	1996	1
"4618"	"opposed"	0	1995	1
"4619"	"not-opposed"	0	1996	1
"4620"	"not-opposed"	0	1996	1
"4621"	"opposed"	0	1995	1
"4622"	"not-opposed"	0	1995	1
"4623"	"opposed"	0	1996	1
"4624"	"opposed"	0	1996	0
"4625"	"opposed"	5	1997	1
"4626"	"opposed"	0	1995	1
"4627"	"not-opposed"	0	1994	0
"4628"	"not-opposed"	0	1994	0
"4629"	"not-opposed"	0	1995	1
"4630"	"not-opposed"	0	1994	1
"4631"	"not-opposed"	0	1996	1
"4632"	"not-opposed"	0	1994	1
"4633"	"opposed"	0	1995	1
"4634"	"opposed"	0	1994	1
"4635"	"not-opposed"	0	1996	1
"4636"	"not-opposed"	0	1996	0
"4637"	"not-opposed"	0	1996	1
"4638"	"not-opposed"	0	1994	0
"4639"	"not-opposed"	0	1996	1
"4640"	"not-opposed"	0	1996	0
"4641"	"not-opposed"	0	1996	1
"4642"	"opposed"	0	1995	1
"4643"	"opposed"	0	1996	1
"4644"	"opposed"	0	1995	1
"4645"	"opposed"	0	1995	1
"4646"	"opposed"	0	1994	1
"4647"	"opposed"	0	1995	1
"4648"	"not-opposed"	0	1995	0
"4649"	"opposed"	0	1996	1
"4650"	"not-opposed"	0	1995	1
"4651"	"opposed"	0	1996	0
"4652"	"opposed"	0	1996	1
"4653"	"opposed"	0	1996	1
"4654"	"not-opposed"	0	1996	0
"4655"	"opposed"	0	1996	1
"4656"	"opposed"	0	1996	1
"4657"	"not-opposed"	0	1994	1
"4658"	"opposed"	0	1995	1
"4659"	"not-opposed"	0	1994	0
"4660"	"opposed"	0	1995	1
"4661"	"not-opposed"	0	1995	0
"4662"	"opposed"	0	1995	1
"4663"	"not-opposed"	0	1996	1
"4664"	"opposed"	0	1995	1
"4665"	"not-opposed"	0	1996	0
"4666"	"opposed"	0	1996	1
"4667"	"not-opposed"	0	1995	1
"4668"	"opposed"	0	1996	1
"4669"	"not-opposed"	0	1996	0
"4671"	"opposed"	0	1995	1
"4672"	"not-opposed"	0	1996	0
"4674"	"not-opposed"	0	1996	1
"4675"	"opposed"	0	1996	1
"4676"	"not-opposed"	0	1995	1
"4677"	"opposed"	0	1994	1
"4678"	"not-opposed"	0	1995	1
"4679"	"opposed"	0	1995	1
"4680"	"not-opposed"	0	1996	1
"4681"	"opposed"	0	1995	1
"4682"	"opposed"	0	1996	1
"4683"	"not-opposed"	0	1996	1
"4684"	"not-opposed"	0	1996	0
"4685"	"opposed"	0	1994	1
"4686"	"not-opposed"	1	1996	0
"4687"	"opposed"	4	1997	1
"4688"	"not-opposed"	0	1995	1
"4689"	"not-opposed"	3	1995	1
"4690"	"not-opposed"	0	1994	0
"4691"	"opposed"	0	1997	0
"4692"	"not-opposed"	4	1996	0
"4693"	"not-opposed"	0	1997	1
"4694"	"not-opposed"	0	1996	0
"4695"	"opposed"	0	1996	0
"4696"	"opposed"	0	1995	0
"4697"	"opposed"	0	1995	1
"4698"	"opposed"	0	1996	1
"4699"	"opposed"	1	1996	1
"4700"	"opposed"	1	1996	1
"4701"	"not-opposed"	0	1996	0
"4702"	"not-opposed"	1	1997	0
"4703"	"opposed"	0	1996	1
"4704"	"opposed"	2	1995	0
"4705"	"not-opposed"	0	1996	0
"4706"	"opposed"	2	1996	1
"4707"	"opposed"	0	1995	0
"4708"	"not-opposed"	0	1995	1
"4709"	"not-opposed"	1	1995	0
"4710"	"not-opposed"	0	1996	0
"4711"	"not-opposed"	0	1997	1
"4712"	"opposed"	0	1995	1
"4713"	"opposed"	0	1997	0
"4714"	"not-opposed"	0	1997	0
"4715"	"opposed"	0	1996	0
"4716"	"not-opposed"	0	1997	0
"4717"	"not-opposed"	2	1996	0
"4718"	"not-opposed"	0	1996	1
"4719"	"not-opposed"	4	1996	0
"4720"	"not-opposed"	0	1996	0
"4721"	"not-opposed"	1	1996	0
"4722"	"opposed"	0	1995	1
"4723"	"opposed"	0	1994	1
"4724"	"not-opposed"	1	1995	0
"4725"	"opposed"	0	1995	0
"4726"	"not-opposed"	2	1995	0
"4727"	"not-opposed"	0	1995	0
"4728"	"not-opposed"	0	1996	0
"4729"	"not-opposed"	0	1997	0
"4730"	"opposed"	1	1996	1
"4731"	"not-opposed"	1	1995	0
"4732"	"opposed"	0	1995	1
"4733"	"not-opposed"	0	1996	0
"4734"	"opposed"	2	1997	0
"4735"	"opposed"	0	1994	1
"4736"	"not-opposed"	0	1996	0
"4737"	"opposed"	0	1996	1
"4738"	"not-opposed"	0	1995	1
"4739"	"not-opposed"	0	1996	0
"4740"	"not-opposed"	0	1996	0
"4741"	"not-opposed"	0	1996	0
"4742"	"opposed"	1	1996	1
"4744"	"not-opposed"	0	1995	1
"4745"	"not-opposed"	0	1997	0
"4746"	"opposed"	0	1996	0
"4747"	"opposed"	6	1996	0
"4748"	"opposed"	0	1995	0
"4749"	"not-opposed"	1	1996	1
"4750"	"opposed"	2	1996	0
"4751"	"opposed"	0	1997	1
"4752"	"opposed"	0	1996	1
"4753"	"not-opposed"	3	1995	0
"4754"	"not-opposed"	0	1996	1
"4755"	"opposed"	2	1996	1
"4756"	"not-opposed"	0	1996	0
"4757"	"not-opposed"	0	1996	0
"4758"	"not-opposed"	0	1995	0
"4759"	"opposed"	0	1995	1
"4760"	"opposed"	0	1996	1
"4761"	"not-opposed"	0	1996	0
"4762"	"opposed"	0	1996	1
"4763"	"not-opposed"	0	1995	1
"4764"	"not-opposed"	0	1996	1
"4765"	"opposed"	0	1996	1
"4766"	"not-opposed"	0	1994	1
"4767"	"opposed"	0	1996	0
"4768"	"opposed"	0	1996	0
"4769"	"opposed"	0	1996	0
"4770"	"opposed"	0	1996	1
"4771"	"not-opposed"	0	1997	0
"4772"	"opposed"	0	1996	0
"4773"	"not-opposed"	0	1996	1
"4774"	"opposed"	0	1996	1
"4775"	"not-opposed"	0	1996	1
"4776"	"not-opposed"	1	1997	0
"4777"	"not-opposed"	0	1995	0
"4778"	"not-opposed"	0	1996	1
"4779"	"not-opposed"	0	1995	1
"4780"	"opposed"	0	1996	1
"4781"	"opposed"	0	1996	1
"4782"	"opposed"	0	1997	0
"4783"	"opposed"	0	1995	0
"4784"	"not-opposed"	0	1996	0
"4785"	"opposed"	0	1996	1
"4786"	"not-opposed"	0	1996	1
"4787"	"not-opposed"	0	1996	0
"4788"	"opposed"	0	1996	1
"4789"	"opposed"	0	1996	0
"4790"	"not-opposed"	0	1997	0
"4791"	"opposed"	0	1995	1
"4792"	"not-opposed"	0	1996	0
"4793"	"opposed"	0	1996	1
"4794"	"opposed"	0	1995	1
"4795"	"not-opposed"	0	1996	1
"4796"	"opposed"	0	1996	1
"4797"	"opposed"	0	1995	1
"4798"	"opposed"	0	1995	1
"4799"	"not-opposed"	0	1996	1
"4800"	"opposed"	0	1996	1
"4801"	"not-opposed"	0	1996	0
"4802"	"opposed"	0	1996	1
"4803"	"not-opposed"	0	1997	1
"4804"	"opposed"	0	1996	1
"4805"	"opposed"	0	1997	0
"4806"	"not-opposed"	0	1995	1
"4807"	"opposed"	0	1996	0
"4808"	"opposed"	4	1996	1
"4809"	"not-opposed"	1	1997	0
"4810"	"not-opposed"	0	1996	1
"4811"	"not-opposed"	2	1996	0
"4812"	"opposed"	0	1996	0
"4813"	"not-opposed"	0	1996	1
"4814"	"opposed"	3	1996	0
"4815"	"not-opposed"	1	1996	0
"4816"	"opposed"	3	1996	1
"4817"	"not-opposed"	0	1996	1
"4818"	"opposed"	1	1996	0
"4819"	"not-opposed"	1	1996	0
"4820"	"opposed"	1	1996	1
"4821"	"opposed"	0	1996	0
"4822"	"opposed"	1	1996	0
"4823"	"opposed"	0	1995	1
"4824"	"not-opposed"	0	1996	1
"4825"	"opposed"	0	1995	0
"4826"	"not-opposed"	1	1997	0
"4827"	"not-opposed"	1	1996	0
"4828"	"not-opposed"	3	1997	0
"4829"	"not-opposed"	0	1996	0
"4830"	"opposed"	2	1995	1
"4831"	"opposed"	0	1996	0
"4832"	"opposed"	1	1997	1
"4833"	"not-opposed"	0	1996	1
"4834"	"not-opposed"	0	1996	0
"4835"	"opposed"	0	1995	0
"4836"	"not-opposed"	0	1996	0
"4837"	"not-opposed"	0	1995	0
"4838"	"not-opposed"	0	1996	0
"4839"	"opposed"	0	1996	1
"4840"	"opposed"	0	1997	1
"4841"	"opposed"	0	1996	1
"4842"	"opposed"	0	1996	1
"4843"	"opposed"	0	1996	0
"4844"	"opposed"	0	1996	1
"4845"	"not-opposed"	0	1996	0
"4846"	"opposed"	0	1997	0
"4847"	"opposed"	0	1996	1
"4848"	"opposed"	0	1996	0
"4849"	"not-opposed"	0	1997	0
"4850"	"not-opposed"	0	1996	0
"4851"	"opposed"	0	1996	1
"4852"	"opposed"	0	1996	0
"4853"	"not-opposed"	0	1997	0
"4854"	"opposed"	0	1996	0
"4855"	"opposed"	0	1996	1
"4856"	"opposed"	0	1996	1
"4857"	"opposed"	0	1997	0
"4858"	"opposed"	0	1996	0
"4859"	"opposed"	0	1996	1
"4860"	"not-opposed"	0	1997	0
"4861"	"opposed"	0	1996	1
"4862"	"not-opposed"	0	1997	0
"4863"	"opposed"	0	1996	0
"4864"	"opposed"	0	1996	1
"4865"	"opposed"	0	1997	0
"4866"	"opposed"	0	1997	0
